OrderID,OrderDate,Region_City_Country,Channel,PromotionName,ProductName,Manufacturer,Category_SubCategory,UnitCost,Price,OrderQty,Row_Id
1349,25-03-2019,"North America,Lakeland,United States",Store,north america spring promotion,Contoso Waterproof Accessory Handset and Charging Cradle M609 Black,"Contoso, Ltd",Cell phones-Home & Office Phones,12.25012817,22.99,9,18529
7289,26-03-2019,"Europe,Berlin,Germany",Online,european spring promotion,Contoso Centrex Phone System L10 Black,"Contoso, Ltd",Cell phones-Home & Office Phones,4.150169131,42.99,12,18886
7291,27-03-2019,"Europe,Paris,France",Reseller,no discount,WWI Laptop15 M0150 Blue,Wide World Importers,Computers-Laptops,49.75261671,699,10,21184
868,28-03-2019,"Asia,Hong Kong,China",Store,no discount,Litware Home Theater System 2.1 Channel E212 Silver,"Litware, Inc.",TV and Video-Home Theater System,147.3277734,299.9,5,21185
1769,29-03-2019,"Asia,Bishkek,Kyrgyzstan",Store,no discount,Litware Home Theater System 2.1 Channel E212 Silver,"Litware, Inc.",TV and Video-Home Theater System,77.75344128,299.9,5,21186
7294,30-03-2019,"Asia,Beijing,China",Reseller,asian holiday promotion,Contoso DVD 14-Inch Player Portable L100 Silver,"Contoso, Ltd","Music, Movies and Audio Books-Movie DVD",125.0583776,259.99,13,20880
1603,31-03-2019,"North America,North Harford,United States",Catalog,no discount,Contoso DVD 14-Inch Player Portable L100 Silver,"Contoso, Ltd","Music, Movies and Audio Books-Movie DVD",75.39075088,259.99,20,20531
7296,01-04-2019,"Europe,Paris,France",Reseller,european holiday promotion,SV Car Video LCD7 M7002 Silver,Southridge Video,TV and Video-Car Video,66.46595363,369,8,24752
7624,02-04-2019,"North America,North Harford,United States",Catalog,north america back-to-school promotion,SV Car Video LCD7 M7002 Silver,Southridge Video,TV and Video-Car Video,325.8376181,369,36,25027
383,03-04-2019,"North America,South Portland,United States",Store,north america back-to-school promotion,SV Car Video LCD7 M7002 Silver,Southridge Video,TV and Video-Car Video,279.2864863,369,12,25028
7435,04-04-2019,"North America,New Haven,United States",Store,north america back-to-school promotion,Litware Home Theater System 4.1 Channel M412 Silver,"Litware, Inc.",TV and Video-Home Theater System,98.41626862,569,12,24926
7300,05-04-2019,"North America,Seattle,United States",Reseller,north america back-to-school promotion,Proseware Laptop16 M610 Black,"Proseware, Inc.",Computers-Laptops,61.33146149,599,12,23562
7330,06-04-2019,"North America,North Bend,United States",Store,north america spring promotion,Proseware Laptop16 M610 Black,"Proseware, Inc.",Computers-Laptops,1.264691832,599,9,23563
470,07-04-2019,"North America,North Harford,United States",Catalog,north america holiday promotion,Proseware Laptop16 M610 Black,"Proseware, Inc.",Computers-Laptops,122.7005573,599,13,18921
1107,08-04-2019,"Asia,Tokyo,Japan",Store,asian holiday promotion,Proseware Laptop16 M610 Black,"Proseware, Inc.",Computers-Laptops,261.2482806,599,13,18922
7301,09-04-2019,"Asia,Beijing,China",Online,asian holiday promotion,A. Datum Interchangeable lens Non-SLR Digital Camera X250 Orange,A. Datum Corporation,Cameras and camcorders -Digital Cameras,134.0059219,268,26,21402
826,10-04-2019,"North America,Somerville,United States",Store,north america spring promotion,A. Datum Interchangeable lens Non-SLR Digital Camera X250 Orange,A. Datum Corporation,Cameras and camcorders -Digital Cameras,50.40728535,268,9,20872
7302,11-04-2019,"Asia,Sapporo,Japan",Store,no discount,SV Car Video TFT6.2W E6280 Black,Southridge Video,TV and Video-Car Video,34.95104844,279,5,20873
859,12-04-2019,"North America,Houston,United States",Store,north america spring promotion,SV Car Video TFT6.2W E6280 Black,Southridge Video,TV and Video-Car Video,103.9002349,279,18,22662
7575,13-04-2019,"North America,Trenton,United States",Store,north america holiday promotion,Litware Home Theater System 5.1 Channel M513 Silver,"Litware, Inc.",TV and Video-Home Theater System,214.4242034,689,13,22663
1133,14-04-2019,"Asia,Islamabad,Pakistan",Store,no discount,Litware Home Theater System 5.1 Channel M513 Silver,"Litware, Inc.",TV and Video-Home Theater System,543.5930994,689,10,24325
7304,15-04-2019,"Europe,Carlisle,United Kingdom",Store,european holiday promotion,The Phone Company PDA Phone 3.7 inches M340 Black,The Phone Company,Cell phones-Smart phones & PDAs ,214.5423583,330,8,23398
1144,16-04-2019,"North America,Edgerton,United States",Store,north america back-to-school promotion,The Phone Company PDA Phone 3.7 inches M340 Black,The Phone Company,Cell phones-Smart phones & PDAs ,11.20657264,330,12,21959
7305,17-04-2019,"Asia,Osaka,Japan",Store,asian spring promotion,Proseware Screen 85in E1010 White,"Proseware, Inc.",Computers-Projectors & Screens,42.99845838,139,9,21960
7306,18-04-2019,"North America,Bethesda,United States",Online,no discount,SV Car Video AM/FM E1000 Black,Southridge Video,TV and Video-Car Video,171.1189823,199,40,20669
7307,19-04-2019,"North America,Madison,United States",Store,north america holiday promotion,SV Car Video TFT6.2W E6280 Brown,Southridge Video,TV and Video-Car Video,2.634697265,279,26,18404
456,20-04-2019,"Europe,Berlin,Germany",Online,european holiday promotion,Litware Home Theater System 5.1 Channel M516 Silver,"Litware, Inc.",TV and Video-Home Theater System,326.0300238,579,8,18405
7308,21-04-2019,"North America,North Harford,United States",Catalog,north america spring promotion,"Contoso SLR Camera 35"" X358 Silver Grey","Contoso, Ltd",Cameras and camcorders -Digital SLR Cameras,308.9141526,568,36,20937
7553,22-04-2019,"North America,Hartford,United States",Store,north america back-to-school promotion,Litware Home Theater System 4.1 Channel M410 Brown,"Litware, Inc.",TV and Video-Home Theater System,267.565882,599,12,3926
800,23-04-2019,"North America,Fond du Lac,United States",Store,north america back-to-school promotion,Litware Home Theater System 4.1 Channel M410 Brown,"Litware, Inc.",TV and Video-Home Theater System,482.4561935,599,12,3927
7309,24-04-2019,"North America,Appleton,United States",Store,north america spring promotion,Contoso Laptop Cooling Hub notebook fan with 4 ports USB hub E80 Grey,"Contoso, Ltd",Computers-Computers Accessories,25.73194382,29.9,4,6711
7645,25-04-2019,"North America,Pasadena,United States",Store,no discount,Litware Home Theater System 5.1 Channel M511 Brown,"Litware, Inc.",TV and Video-Home Theater System,111.4598695,699,10,24711
7310,26-04-2019,"North America,Seattle,United States",Reseller,north america spring promotion,A. Datum Compact Digital Camera M200 Green,A. Datum Corporation,Cameras and camcorders -Digital Cameras,81.64565697,129,18,26259
316,27-04-2019,"North America,Humble,United States",Store,north america spring promotion,Litware Home Theater System 2.1 Channel E210 Brown,"Litware, Inc.",TV and Video-Home Theater System,243.3360288,299,9,26260
7311,28-04-2019,"North America,Snoqualmie,United States",Store,no discount,Contoso Rechargeable Li-Ion Battery Pack E300 White,"Contoso, Ltd",Cameras and camcorders -Cameras & Camcorders Accessories,15.76510946,49.99,5,26261
472,29-04-2019,"North America,Howard,United States",Store,no discount,Contoso Rechargeable Li-Ion Battery Pack E300 White,"Contoso, Ltd",Cameras and camcorders -Cameras & Camcorders Accessories,9.226621058,49.99,5,8200
934,30-04-2019,"Asia,Beijing,China",Online,asian summer promotion,Contoso Rechargeable Li-Ion Battery Pack E300 White,"Contoso, Ltd",Cameras and camcorders -Cameras & Camcorders Accessories,16.89841416,49.99,48,7980
7312,01-05-2019,"North America,Stoughton,United States",Store,no discount,Contoso Centrex Phone System L10 Grey,"Contoso, Ltd",Cell phones-Home & Office Phones,16.3416168,42.99,10,26200
7313,02-05-2019,"Europe,Strasbourg,France",Store,european back-to-scholl promotion,A. Datum Interchangeable lens Non-SLR Digital Camera X250 Silver,A. Datum Corporation,Cameras and camcorders -Digital Cameras,19.64897336,268,9,25979
1595,03-05-2019,"North America,Seattle,United States",Reseller,north america spring promotion,A. Datum Interchangeable lens Non-SLR Digital Camera X250 Silver,A. Datum Corporation,Cameras and camcorders -Digital Cameras,95.84164131,268,9,25981
7318,04-05-2019,"North America,Haverhill,United States",Store,north america spring promotion,A. Datum Bridge Digital Camera M300 Pink,A. Datum Corporation,Cameras and camcorders -Digital Cameras,42.15255098,186.9,9,19445
7353,05-05-2019,"North America,Bethesda,United States",Online,north america back-to-school promotion,A. Datum Bridge Digital Camera M300 Pink,A. Datum Corporation,Cameras and camcorders -Digital Cameras,10.62600606,186.9,12,20445
858,06-05-2019,"North America,North Harford,United States",Catalog,north america spring promotion,A. Datum Bridge Digital Camera M300 Pink,A. Datum Corporation,Cameras and camcorders -Digital Cameras,61.91489914,186.9,9,24737
7319,07-05-2019,"North America,Toronto,Canada",Store,north america spring promotion,Proseware Projector 1080p LCD86 White,"Proseware, Inc.",Computers-Projectors & Screens,127.927705,2295,9,22685
7320,08-05-2019,"Europe,Berlin,Germany",Online,european spring promotion,Litware Home Theater System 5.1 Channel M513 Brown,"Litware, Inc.",TV and Video-Home Theater System,451.1821852,689,24,26176
7732,09-05-2019,"North America,Germantown,United States",Store,no discount,Litware Home Theater System 5.1 Channel M513 Brown,"Litware, Inc.",TV and Video-Home Theater System,409.5050254,689,10,23312
633,10-05-2019,"North America,North Harford,United States",Catalog,no discount,Litware Home Theater System 5.1 Channel M513 Brown,"Litware, Inc.",TV and Video-Home Theater System,518.8714549,689,10,24324
1426,11-05-2019,"North America,Cle Elum,United States",Store,north america back-to-school promotion,Litware Home Theater System 5.1 Channel M513 Brown,"Litware, Inc.",TV and Video-Home Theater System,176.3135924,689,12,18047
7322,12-05-2019,"North America,Alexandria,United States",Store,no discount,The Phone Company Touch Screen Phones - LCD M12 Gold,The Phone Company,Cell phones-Touch Screen Phones ,133.6103746,200,5,25279
7323,13-05-2019,"North America,Edgerton,United States",Store,no discount,The Phone Company PDA Palm 3.5 inch M810 Silver,The Phone Company,Cell phones-Smart phones & PDAs ,204.7917269,280,20,23104
1510,14-05-2019,"Asia,Beijing,China",Reseller,asian summer promotion,The Phone Company PDA Palm 3.5 inch M810 Silver,The Phone Company,Cell phones-Smart phones & PDAs ,105.1832854,280,24,23105
1720,15-05-2019,"North America,Bethesda,United States",Online,no discount,Litware Home Theater System 5.1 Channel M514 Brown,"Litware, Inc.",TV and Video-Home Theater System,289.2984986,599,10,25280
7325,16-05-2019,"Asia,Beijing,China",Reseller,no discount,Contoso DVD 60 DVD Storage Binder L20 Red,"Contoso, Ltd","Music, Movies and Audio Books-Movie DVD",8.89439102,22.89,10,22537
517,17-05-2019,"North America,Marshall,United States",Store,north america back-to-school promotion,Contoso DVD 60 DVD Storage Binder L20 Red,"Contoso, Ltd","Music, Movies and Audio Books-Movie DVD",15.09696361,22.89,12,21847
1454,18-05-2019,"Asia,Beijing,China",Online,asian spring promotion,Contoso DVD 60 DVD Storage Binder L20 Red,"Contoso, Ltd","Music, Movies and Audio Books-Movie DVD",4.20610988,22.89,9,3847
1487,19-05-2019,"North America,Kennewick,United States",Store,no discount,Contoso DVD 60 DVD Storage Binder L20 Red,"Contoso, Ltd","Music, Movies and Audio Books-Movie DVD",9.912511173,22.89,10,2808
7326,20-05-2019,"Europe,Paris,France",Reseller,european holiday promotion,Contoso DVD 14-Inch Player Portable L100 Black,"Contoso, Ltd","Music, Movies and Audio Books-Movie DVD",63.20033014,259.99,8,106
1206,21-05-2019,"North America,Bethesda,United States",Online,no discount,Contoso Home Theater System 2.1 Channel E1200 Black,"Contoso, Ltd",TV and Video-Home Theater System,200.9332381,299,10,6443
1372,22-05-2019,"North America,Houston,United States",Store,north america back-to-school promotion,Contoso Home Theater System 2.1 Channel E1200 Black,"Contoso, Ltd",TV and Video-Home Theater System,238.8527988,299,6,18106
7328,23-05-2019,"Asia,Tokyo,Japan",Store,asian holiday promotion,The Phone Company Sharp Touch Screen Phones M910 Grey,The Phone Company,Cell phones-Touch Screen Phones ,213.7722586,301,13,20807
7422,24-05-2019,"North America,Tallahassee,United States",Store,north america spring promotion,The Phone Company Sharp Touch Screen Phones M910 Grey,The Phone Company,Cell phones-Touch Screen Phones ,244.975376,301,9,20808
1678,25-05-2019,"Europe,Ramstein,Germany",Store,european spring promotion,Contoso Home Theater System 7.1 Channel M1700 Black,"Contoso, Ltd",TV and Video-Home Theater System,536.9065037,889,12,20809
7329,26-05-2019,"Asia,Osaka,Japan",Store,asian holiday promotion,Contoso Expandable Cordless Phone System M008 Grey,"Contoso, Ltd",Cell phones-Home & Office Phones,0.43560915,22.99,13,22480
262,27-05-2019,"Asia,Beijing,China",Reseller,asian summer promotion,Contoso Expandable Cordless Phone System M008 Grey,"Contoso, Ltd",Cell phones-Home & Office Phones,18.38855224,22.99,12,20176
1368,28-05-2019,"North America,Montreal,Canada",Store,no discount,Contoso Expandable Cordless Phone System M008 Grey,"Contoso, Ltd",Cell phones-Home & Office Phones,14.6279368,22.99,10,20177
88,29-05-2019,"North America,Manitowoc,United States",Store,north america back-to-school promotion,Contoso Home Theater System 4.1 Channel M1400 Black,"Contoso, Ltd",TV and Video-Home Theater System,117.203474,409,12,26060
970,30-05-2019,"Europe,Cheshire,United Kingdom",Store,european holiday promotion,Contoso Home Theater System 4.1 Channel M1400 Black,"Contoso, Ltd",TV and Video-Home Theater System,170.0771906,409,8,26061
7406,31-05-2019,"North America,Pittsfield,United States",Store,north america back-to-school promotion,Contoso Home Theater System 5.1 Channel M1500 Black,"Contoso, Ltd",TV and Video-Home Theater System,207.0559374,429,12,21579
7331,01-06-2019,"Europe,Berlin,Germany",Online,european holiday promotion,WWI LCD24 X300 Black,Wide World Importers,Computers-Monitors,249.5458723,819,16,21329
549,02-06-2019,"North America,Germantown,United States",Store,no discount,WWI LCD24 X300 Black,Wide World Importers,Computers-Monitors,210.2339429,819,10,21330
592,03-06-2019,"North America,Parker,United States",Store,north america spring promotion,WWI LCD24 X300 Black,Wide World Importers,Computers-Monitors,93.56787735,819,9,20612
1304,04-06-2019,"Europe,Ramstein,Germany",Store,european holiday promotion,WWI LCD24 X300 Black,Wide World Importers,Computers-Monitors,270.5062044,819,8,18212
7427,05-06-2019,"North America,Bethesda,United States",Online,north america back-to-school promotion,Contoso Home Theater System 5.1 Channel M1520 Black,"Contoso, Ltd",TV and Video-Home Theater System,219.219008,339,36,18211
7334,06-06-2019,"Europe,Berlin,Germany",Online,no discount,Contoso Mini Battery Charger Kit E320 Silver,"Contoso, Ltd",Cameras and camcorders -Cameras & Camcorders Accessories,17.27029756,24.99,10,22052
494,07-06-2019,"Europe,Moscow,Russia",Store,european back-to-scholl promotion,Contoso Mini Battery Charger Kit E320 Silver,"Contoso, Ltd",Cameras and camcorders -Cameras & Camcorders Accessories,1.204185666,24.99,4,26377
957,08-06-2019,"Asia,Sydney,Australia",Store,asian summer promotion,Contoso Mini Battery Charger Kit E320 Silver,"Contoso, Ltd",Cameras and camcorders -Cameras & Camcorders Accessories,1.765327723,24.99,6,26378
1092,09-06-2019,"North America,Texas City,United States",Store,no discount,Contoso Mini Battery Charger Kit E320 Silver,"Contoso, Ltd",Cameras and camcorders -Cameras & Camcorders Accessories,14.00705174,24.99,10,4501
235,10-06-2019,"Europe,West Yorkshire,United Kingdom",Store,european back-to-scholl promotion,Contoso Home Theater System 5.1 Channel M1530 Black,"Contoso, Ltd",TV and Video-Home Theater System,265.3257116,399,9,4502
7335,11-06-2019,"North America,Morristown,United States",Store,north america holiday promotion,Contoso Projector 1080p X980 White,"Contoso, Ltd",Computers-Projectors & Screens,477.224808,2295,6,6891
7341,12-06-2019,"Asia,Osaka,Japan",Store,no discount,Contoso Dual Handset Cordless Phone System E20 White,"Contoso, Ltd",Cell phones-Home & Office Phones,1.991616915,12.99,20,1917
1098,13-06-2019,"North America,Poestenkill,United States",Store,north america spring promotion,Contoso Home Theater System 2.1 Channel E1200 Silver,"Contoso, Ltd",TV and Video-Home Theater System,106.2768573,299,4,5568
7342,14-06-2019,"Asia,Beijing,China",Reseller,asian holiday promotion,WWI Desktop PC1.60 E1600 White,Wide World Importers,Computers-Desktops,222.8137046,219.95,26,8099
1470,15-06-2019,"Europe,Paris,France",Reseller,european holiday promotion,WWI Desktop PC1.60 E1600 White,Wide World Importers,Computers-Desktops,179.6824728,219.95,12,19917
7343,16-06-2019,"North America,Milwaukee,United States",Store,north america spring promotion,"The Phone Company Touch Screen Phones 26-1.4"" M250 Grey",The Phone Company,Cell phones-Touch Screen Phones ,166.0615991,268,9,23860
643,17-06-2019,"Asia,Osaka,Japan",Store,no discount,"The Phone Company Touch Screen Phones 26-1.4"" M250 Grey",The Phone Company,Cell phones-Touch Screen Phones ,89.66998433,268,10,22501
1199,18-06-2019,"North America,North Harford,United States",Catalog,no discount,Contoso Home Theater System 7.1 Channel M1700 Silver,"Contoso, Ltd",TV and Video-Home Theater System,45.06018591,889,10,22502
7344,19-06-2019,"Europe,Berlin,Germany",Online,european spring promotion,The Phone Company PDA Phone Unlocked 4.7 inches L550 White,The Phone Company,Cell phones-Smart phones & PDAs ,125.686782,302,12,23568
7345,20-06-2019,"North America,Worcester,United States",Store,north america spring promotion,A. Datum Consumer Digital Camera E100 Azure,A. Datum Corporation,Cameras and camcorders -Digital Cameras,273.193727,281,9,26099
1314,21-06-2019,"North America,Granger,United States",Store,no discount,Contoso Home Theater System 5.1 Channel M1500 Silver,"Contoso, Ltd",TV and Video-Home Theater System,342.9698907,429,10,22119
7347,22-06-2019,"North America,Shreveport,United States",Store,no discount,Contoso Notebook Peripheral Kit M69 White,"Contoso, Ltd",Computers-Computers Accessories,14.21643525,16.5,10,19357
809,23-06-2019,"North America,Bethesda,United States",Online,north america back-to-school promotion,Contoso Notebook Peripheral Kit M69 White,"Contoso, Ltd",Computers-Computers Accessories,8.791374018,16.5,12,25467
1386,24-06-2019,"North America,Racine,United States",Store,north america back-to-school promotion,Contoso Notebook Peripheral Kit M69 White,"Contoso, Ltd",Computers-Computers Accessories,2.34832137,16.5,12,24539
7350,25-06-2019,"North America,Fort Atkinson,United States",Store,no discount,The Phone Company PDA Wifi 3.7-inch M250 Black,The Phone Company,Cell phones-Smart phones & PDAs ,105.0955522,310,10,25179
350,26-06-2019,"North America,Appleton,United States",Store,no discount,The Phone Company PDA Wifi 3.7-inch M250 Black,The Phone Company,Cell phones-Smart phones & PDAs ,168.8135803,310,10,24224
465,27-06-2019,"North America,Seattle,United States",Reseller,no discount,The Phone Company PDA Wifi 3.7-inch M250 Black,The Phone Company,Cell phones-Smart phones & PDAs ,112.8283321,310,10,24225
483,28-06-2019,"North America,Ottawa,Canada",Store,no discount,The Phone Company PDA Wifi 3.7-inch M250 Black,The Phone Company,Cell phones-Smart phones & PDAs ,214.7591943,310,10,20212
958,29-06-2019,"Europe,Moscow,Russia",Store,european back-to-scholl promotion,The Phone Company PDA Wifi 3.7-inch M250 Black,The Phone Company,Cell phones-Smart phones & PDAs ,2.760307573,310,9,20897
1415,30-06-2019,"North America,Spring,United States",Store,no discount,The Phone Company PDA Wifi 3.7-inch M250 Black,The Phone Company,Cell phones-Smart phones & PDAs ,47.18896114,310,10,18860
1054,01-07-2019,"North America,Leominster,United States",Store,north america spring promotion,Contoso Home Theater System 5.1 Channel M1520 Silver,"Contoso, Ltd",TV and Video-Home Theater System,287.1988213,339,9,18861
7351,02-07-2019,"North America,Orlando,United States",Store,no discount,The Phone Company PDA GPS Phone 3.5 inch M910 Black,The Phone Company,Cell phones-Smart phones & PDAs ,25.3935415,268,10,19182
7352,03-07-2019,"Asia,Beijing,China",Online,asian summer promotion,A. Datum Consumer Digital Camera E100 Grey,A. Datum Corporation,Cameras and camcorders -Digital Cameras,155.9229224,281,12,19183
1668,04-07-2019,"Asia,Beijing,China",Online,no discount,Contoso Home Theater System 2.1 Channel E1220 Silver,"Contoso, Ltd",TV and Video-Home Theater System,111.0289533,199,20,19184
1701,05-07-2019,"North America,Parkville,United States",Store,no discount,Contoso Home Theater System 2.1 Channel E1220 Silver,"Contoso, Ltd",TV and Video-Home Theater System,163.401615,199,5,19185
7354,06-07-2019,"North America,Milwaukee,United States",Store,north america spring promotion,Contoso In front of Centrex L15 Grey,"Contoso, Ltd",Cell phones-Home & Office Phones,27.45248419,46.99,9,19484
576,07-07-2019,"Europe,Paris,France",Reseller,european holiday promotion,Contoso In front of Centrex L15 Grey,"Contoso, Ltd",Cell phones-Home & Office Phones,8.549709461,46.99,8,21522
7554,08-07-2019,"Asia,Ashgabat,Turkmenistan",Store,no discount,Contoso Home Theater System 4.1 Channel M1420 Silver,"Contoso, Ltd",TV and Video-Home Theater System,58.18573526,480,10,22190
503,09-07-2019,"Europe,Paris,France",Reseller,no discount,Contoso Home Theater System 4.1 Channel M1420 Silver,"Contoso, Ltd",TV and Video-Home Theater System,279.0337973,480,10,20764
7362,10-07-2019,"North America,Bar Harbor,United States",Store,north america spring promotion,SV Car Video TFT6.2W E6282 Silver,Southridge Video,TV and Video-Car Video,169.4445368,269,9,24358
7716,11-07-2019,"Europe,Paris,France",Reseller,no discount,SV Car Video TFT6.2W E6282 Silver,Southridge Video,TV and Video-Car Video,212.0625736,269,10,18829
718,12-07-2019,"North America,Edgerton,United States",Store,north america holiday promotion,Contoso Home Theater System 2.1 Channel E1200 White,"Contoso, Ltd",TV and Video-Home Theater System,253.4261699,299,13,18830
1257,13-07-2019,"North America,Bridgeport,United States",Store,north america back-to-school promotion,Contoso Home Theater System 2.1 Channel E1200 White,"Contoso, Ltd",TV and Video-Home Theater System,202.8286499,299,6,18831
7365,14-07-2019,"Asia,Tokyo,Japan",Store,asian spring promotion,The Phone Company Touch Screen Phones - LCD M12 Black,The Phone Company,Cell phones-Touch Screen Phones ,119.1649623,200,18,19553
351,15-07-2019,"North America,Madison,United States",Store,north america holiday promotion,The Phone Company Touch Screen Phones - LCD M12 Black,The Phone Company,Cell phones-Touch Screen Phones ,109.821981,200,6,830
1581,16-07-2019,"North America,Spokane,United States",Store,north america spring promotion,The Phone Company Touch Screen Phones - LCD M12 Black,The Phone Company,Cell phones-Touch Screen Phones ,173.2692293,200,4,831
1671,17-07-2019,"North America,Nantucket,United States",Store,north america spring promotion,The Phone Company Touch Screen Phones - LCD M12 Black,The Phone Company,Cell phones-Touch Screen Phones ,26.26031776,200,9,4131
610,18-07-2019,"Asia,Osaka,Japan",Store,no discount,Contoso Home Theater System 2.1 Channel M1210 White,"Contoso, Ltd",TV and Video-Home Theater System,135.3889532,329,10,4133
1683,19-07-2019,"North America,Oshkosh,United States",Store,north america back-to-school promotion,Contoso Home Theater System 2.1 Channel M1210 White,"Contoso, Ltd",TV and Video-Home Theater System,80.44890604,329,12,5468
7366,20-07-2019,"North America,La Porte,United States",Store,no discount,Contoso Hybrid system M60 Black,"Contoso, Ltd",Cell phones-Home & Office Phones,20.74118953,28.99,10,1552
321,21-07-2019,"North America,Denver,United States",Store,no discount,Contoso Hybrid system M60 Black,"Contoso, Ltd",Cell phones-Home & Office Phones,7.444117829,28.99,10,1553
7368,22-07-2019,"North America,Winchester,United States",Store,north america spring promotion,A. Datum Super-zoom Digital Camera X300 Green,A. Datum Corporation,Cameras and camcorders -Digital Cameras,109.8209433,290,9,23468
1554,23-07-2019,"North America,North Harford,United States",Catalog,north america spring promotion,A. Datum Super-zoom Digital Camera X300 Green,A. Datum Corporation,Cameras and camcorders -Digital Cameras,171.8767081,290,18,19358
640,24-07-2019,"Asia,Sydney,Australia",Store,asian summer promotion,Contoso Home Theater System 4.1 Channel M1400 White,"Contoso, Ltd",TV and Video-Home Theater System,411.5262451,409,12,22132
7499,25-07-2019,"North America,Greeley,United States",Store,no discount,Contoso Home Theater System 5.1 Channel M1500 White,"Contoso, Ltd",TV and Video-Home Theater System,206.5470651,429,10,22131
428,26-07-2019,"North America,Oregon,United States",Store,north america spring promotion,Contoso Home Theater System 5.1 Channel M1500 White,"Contoso, Ltd",TV and Video-Home Theater System,255.2867861,429,9,22133
7372,27-07-2019,"Europe,Berlin,Germany",Online,no discount,SV Car Video TFT6.2W E6282 Brown,Southridge Video,TV and Video-Car Video,14.51018752,269,5,19552
1041,28-07-2019,"North America,North Harford,United States",Catalog,no discount,SV Car Video TFT6.2W E6282 Brown,Southridge Video,TV and Video-Car Video,166.2006644,269,5,18636
7375,29-07-2019,"North America,Albany,United States",Store,no discount,Adventure Works CRT17 E105 Black,Adventure Works,Computers-Monitors,55.23762639,59,10,22528
112,30-07-2019,"Europe,Berlin,Germany",Online,european holiday promotion,Adventure Works CRT17 E105 Black,Adventure Works,Computers-Monitors,54.14528799,59,16,22529
591,31-07-2019,"North America,Fond du Lac,United States",Store,north america spring promotion,Adventure Works CRT17 E105 Black,Adventure Works,Computers-Monitors,11.93775825,59,9,24270
7439,01-08-2019,"Asia,Beijing,China",Online,no discount,Contoso Home Theater System 5.1 Channel M1520 White,"Contoso, Ltd",TV and Video-Home Theater System,34.2715531,339,10,24271
816,02-08-2019,"North America,Miami,United States",Store,north america spring promotion,Contoso Home Theater System 5.1 Channel M1520 White,"Contoso, Ltd",TV and Video-Home Theater System,3.343903244,339,9,22530
1253,03-08-2019,"Asia,Kolkata,India",Store,asian summer promotion,Contoso Home Theater System 5.1 Channel M1520 White,"Contoso, Ltd",TV and Video-Home Theater System,82.70764581,339,12,7632
1100,04-08-2019,"North America,Bethesda,United States",Online,north america spring promotion,Contoso Home Theater System 5.1 Channel M1530 White,"Contoso, Ltd",TV and Video-Home Theater System,160.4659924,399,9,25631
1499,05-08-2019,"North America,Queen Anne's County,United States",Store,north america back-to-school promotion,Contoso Home Theater System 5.1 Channel M1530 White,"Contoso, Ltd",TV and Video-Home Theater System,325.1224269,399,12,25632
7377,06-08-2019,"North America,Buffalo,United States",Store,north america spring promotion,Contoso Battery charger - bike E200 Black,"Contoso, Ltd",Computers-Computers Accessories,13.54649068,19.9,4,7810
2,07-08-2019,"North America,Seattle,United States",Reseller,north america spring promotion,Contoso Battery charger - bike E200 Black,"Contoso, Ltd",Computers-Computers Accessories,11.82527111,19.9,4,7811
804,08-08-2019,"Asia,Osaka,Japan",Store,asian spring promotion,Contoso Battery charger - bike E200 Black,"Contoso, Ltd",Computers-Computers Accessories,9.950668713,19.9,18,7812
7381,09-08-2019,"North America,Lewiston,United States",Store,north america holiday promotion,The Phone Company Smart phones Expert M400 White,The Phone Company,Cell phones-Smart phones & PDAs ,233.8614414,300,13,25811
7433,10-08-2019,"Europe,Paris,France",Store,european back-to-scholl promotion,The Phone Company Smart phones Expert M400 White,The Phone Company,Cell phones-Smart phones & PDAs ,164.5534197,300,9,21206
912,11-08-2019,"North America,Greenville,United States",Store,north america holiday promotion,The Phone Company Smart phones Expert M400 White,The Phone Company,Cell phones-Smart phones & PDAs ,146.2742414,300,13,21207
7382,12-08-2019,"North America,Bethesda,United States",Online,north america holiday promotion,A. Datum Full Frame Digital Camera X300 Grey,A. Datum Corporation,Cameras and camcorders -Digital Cameras,143.5819964,231,26,19874
413,13-08-2019,"North America,Seattle,United States",Reseller,north america holiday promotion,Contoso Home Theater System 4.1 Channel M1420 White,"Contoso, Ltd",TV and Video-Home Theater System,381.0311069,480,26,19875
7383,14-08-2019,"North America,Hackensack,United States",Store,north america holiday promotion,A. Datum Slim Digital Camera M180 Black,A. Datum Corporation,Cameras and camcorders -Digital Cameras,31.36641815,148,13,20592
654,15-08-2019,"Europe,London,United Kingdom",Store,no discount,Contoso Home Theater System 2.1 Channel M1230 White,"Contoso, Ltd",TV and Video-Home Theater System,288.7563578,360,10,18625
7384,16-08-2019,"Europe,Nantes,France",Store,european back-to-scholl promotion,Contoso Multimedia Speakers M25 Black,"Contoso, Ltd",Computers-Computers Accessories,55.621651,129,9,20432
1061,17-08-2019,"Asia,Damascus,Syria",Store,asian spring promotion,Contoso Home Theater System 2.1 Channel E1200 Brown,"Contoso, Ltd",TV and Video-Home Theater System,186.6436751,299,18,20433
7386,18-08-2019,"North America,Midland,United States",Store,north america spring promotion,The Phone Company Smart phones without camera E100 Pink,The Phone Company,Cell phones-Smart phones & PDAs ,127.8050424,129,4,20593
